,Grupo de edad,Sexo,Fecha,Contagios
669,30 - 34 años,F,2020-04-13,494
670,35 - 39 años,F,2020-04-13,419
671,40 - 44 años,F,2020-04-13,369
672,45 - 49 años,F,2020-04-13,338
673,50 - 54 años,F,2020-04-13,315
674,55 - 59 años,F,2020-04-13,243
675,60 - 64 años,F,2020-04-13,188
676,65 - 69 años,F,2020-04-13,119
677,70 - 74 años,F,2020-04-13,95
678,75 - 79 años,F,2020-04-13,64
679,80 y más años,F,2020-04-13,107
680,00 - 04 años,M,2020-04-14,41
681,05 - 09 años,M,2020-04-14,29
682,10 - 14 años,M,2020-04-14,53
683,15 - 19 años,M,2020-04-14,79
684,20 - 24 años,M,2020-04-14,274
685,25 - 29 años,M,2020-04-14,457
686,30 - 34 años,M,2020-04-14,494
687,35 - 39 años,M,2020-04-14,438
688,40 - 44 años,M,2020-04-14,393
689,45 - 49 años,M,2020-04-14,363
690,50 - 54 años,M,2020-04-14,323
691,55 - 59 años,M,2020-04-14,275
692,60 - 64 años,M,2020-04-14,214
693,65 - 69 años,M,2020-04-14,144
694,70 - 74 años,M,2020-04-14,118
695,75 - 79 años,M,2020-04-14,81
696,80 y más años,M,2020-04-14,84
697,00 - 04 años,F,2020-04-14,41
698,05 - 09 años,F,2020-04-14,38
699,10 - 14 años,F,2020-04-14,48
700,15 - 19 años,F,2020-04-14,113
701,20 - 24 años,F,2020-04-14,264
702,25 - 29 años,F,2020-04-14,494
703,30 - 34 años,F,2020-04-14,515
704,35 - 39 años,F,2020-04-14,428
705,40 - 44 años,F,2020-04-14,387
706,45 - 49 años,F,2020-04-14,345
707,50 - 54 años,F,2020-04-14,317
708,55 - 59 años,F,2020-04-14,258
709,60 - 64 años,F,2020-04-14,199
710,65 - 69 años,F,2020-04-14,129
711,70 - 74 años,F,2020-04-14,100
712,75 - 79 años,F,2020-04-14,67
713,80 y más años,F,2020-04-14,113
714,00 - 04 años,M,2020-04-15,46
715,05 - 09 años,M,2020-04-15,32
716,10 - 14 años,M,2020-04-15,57
717,15 - 19 años,M,2020-04-15,86
718,20 - 24 años,M,2020-04-15,290
719,25 - 29 años,M,2020-04-15,486
720,30 - 34 años,M,2020-04-15,526
721,35 - 39 años,M,2020-04-15,461
722,40 - 44 años,M,2020-04-15,415
723,45 - 49 años,M,2020-04-15,386
724,50 - 54 años,M,2020-04-15,337
725,55 - 59 años,M,2020-04-15,295
726,60 - 64 años,M,2020-04-15,224
727,65 - 69 años,M,2020-04-15,151
728,70 - 74 años,M,2020-04-15,127
729,75 - 79 años,M,2020-04-15,88
730,80 y más años,M,2020-04-15,92
731,00 - 04 años,F,2020-04-15,46
732,05 - 09 años,F,2020-04-15,40
733,10 - 14 años,F,2020-04-15,50
734,15 - 19 años,F,2020-04-15,121
735,20 - 24 años,F,2020-04-15,284
736,25 - 29 años,F,2020-04-15,518
737,30 - 34 años,F,2020-04-15,550
738,35 - 39 años,F,2020-04-15,459
739,40 - 44 años,F,2020-04-15,414
740,45 - 49 años,F,2020-04-15,367
741,50 - 54 años,F,2020-04-15,336
742,55 - 59 años,F,2020-04-15,283
743,60 - 64 años,F,2020-04-15,211
744,65 - 69 años,F,2020-04-15,140
745,70 - 74 años,F,2020-04-15,110
746,75 - 79 años,F,2020-04-15,71
747,80 y más años,F,2020-04-15,117
748,00 - 04 años,M,2020-04-16,49
749,05 - 09 años,M,2020-04-16,35
750,10 - 14 años,M,2020-04-16,65
751,15 - 19 años,M,2020-04-16,96
752,20 - 24 años,M,2020-04-16,309
753,25 - 29 años,M,2020-04-16,519
754,30 - 34 años,M,2020-04-16,552
755,35 - 39 años,M,2020-04-16,494
756,40 - 44 años,M,2020-04-16,437
757,45 - 49 años,M,2020-04-16,407
758,50 - 54 años,M,2020-04-16,363
759,55 - 59 años,M,2020-04-16,319
760,60 - 64 años,M,2020-04-16,239
761,65 - 69 años,M,2020-04-16,160
762,70 - 74 años,M,2020-04-16,132
763,75 - 79 años,M,2020-04-16,93
764,80 y más años,M,2020-04-16,97
765,00 - 04 años,F,2020-04-16,55
766,05 - 09 años,F,2020-04-16,44
767,10 - 14 años,F,2020-04-16,54
768,15 - 19 años,F,2020-04-16,131
769,20 - 24 años,F,2020-04-16,297
770,25 - 29 años,F,2020-04-16,543
771,30 - 34 años,F,2020-04-16,575
772,35 - 39 años,F,2020-04-16,488
773,40 - 44 años,F,2020-04-16,446
774,45 - 49 años,F,2020-04-16,394
775,50 - 54 años,F,2020-04-16,357
776,55 - 59 años,F,2020-04-16,302
777,60 - 64 años,F,2020-04-16,220
778,65 - 69 años,F,2020-04-16,147
779,70 - 74 años,F,2020-04-16,118
780,75 - 79 años,F,2020-04-16,79
781,80 y más años,F,2020-04-16,124
782,00 - 04 años,M,2020-04-17,52
783,05 - 09 años,M,2020-04-17,38
784,10 - 14 años,M,2020-04-17,71
785,15 - 19 años,M,2020-04-17,103
786,20 - 24 años,M,2020-04-17,327
787,25 - 29 años,M,2020-04-17,558
788,30 - 34 años,M,2020-04-17,578
789,35 - 39 años,M,2020-04-17,520
790,40 - 44 años,M,2020-04-17,455
791,45 - 49 años,M,2020-04-17,432
792,50 - 54 años,M,2020-04-17,376
793,55 - 59 años,M,2020-04-17,336
794,60 - 64 años,M,2020-04-17,258
795,65 - 69 años,M,2020-04-17,172
796,70 - 74 años,M,2020-04-17,140
797,75 - 79 años,M,2020-04-17,99
798,80 y más años,M,2020-04-17,101
799,00 - 04 años,F,2020-04-17,60
800,05 - 09 años,F,2020-04-17,48
801,10 - 14 años,F,2020-04-17,57
802,15 - 19 años,F,2020-04-17,136
803,20 - 24 años,F,2020-04-17,316
804,25 - 29 años,F,2020-04-17,574
805,30 - 34 años,F,2020-04-17,603
806,35 - 39 años,F,2020-04-17,514
807,40 - 44 años,F,2020-04-17,472
808,45 - 49 años,F,2020-04-17,422
809,50 - 54 años,F,2020-04-17,375
810,55 - 59 años,F,2020-04-17,321
811,60 - 64 años,F,2020-04-17,234
812,65 - 69 años,F,2020-04-17,155
813,70 - 74 años,F,2020-04-17,127
814,75 - 79 años,F,2020-04-17,85
815,80 y más años,F,2020-04-17,137
816,00 - 04 años,M,2020-04-18,61
817,05 - 09 años,M,2020-04-18,42
818,10 - 14 años,M,2020-04-18,81
819,15 - 19 años,M,2020-04-18,109
820,20 - 24 años,M,2020-04-18,343
821,25 - 29 años,M,2020-04-18,577
822,30 - 34 años,M,2020-04-18,608
823,35 - 39 años,M,2020-04-18,543
824,40 - 44 años,M,2020-04-18,467
825,45 - 49 años,M,2020-04-18,446
826,50 - 54 años,M,2020-04-18,393
827,55 - 59 años,M,2020-04-18,356
828,60 - 64 años,M,2020-04-18,270
829,65 - 69 años,M,2020-04-18,179
830,70 - 74 años,M,2020-04-18,152
831,75 - 79 años,M,2020-04-18,103
832,80 y más años,M,2020-04-18,105
833,00 - 04 años,F,2020-04-18,65
834,05 - 09 años,F,2020-04-18,53
835,10 - 14 años,F,2020-04-18,62
836,15 - 19 años,F,2020-04-18,142
837,20 - 24 años,F,2020-04-18,339
838,25 - 29 años,F,2020-04-18,599
839,30 - 34 años,F,2020-04-18,635
840,35 - 39 años,F,2020-04-18,552
841,40 - 44 años,F,2020-04-18,493
842,45 - 49 años,F,2020-04-18,449
843,50 - 54 años,F,2020-04-18,392
844,55 - 59 años,F,2020-04-18,336
845,60 - 64 años,F,2020-04-18,245
846,65 - 69 años,F,2020-04-18,160
847,70 - 74 años,F,2020-04-18,133
848,75 - 79 años,F,2020-04-18,92
849,80 y más años,F,2020-04-18,148
850,00 - 04 años,M,2020-04-19,65
851,05 - 09 años,M,2020-04-19,44
852,10 - 14 años,M,2020-04-19,86
853,15 - 19 años,M,2020-04-19,113
854,20 - 24 años,M,2020-04-19,353
855,25 - 29 años,M,2020-04-19,596
856,30 - 34 años,M,2020-04-19,625
857,35 - 39 años,M,2020-04-19,567
858,40 - 44 años,M,2020-04-19,484
859,45 - 49 años,M,2020-04-19,461
860,50 - 54 años,M,2020-04-19,403
861,55 - 59 años,M,2020-04-19,362
862,60 - 64 años,M,2020-04-19,274
863,65 - 69 años,M,2020-04-19,182
864,70 - 74 años,M,2020-04-19,157
865,75 - 79 años,M,2020-04-19,108
866,80 y más años,M,2020-04-19,111
867,00 - 04 años,F,2020-04-19,69
868,05 - 09 años,F,2020-04-19,55
869,10 - 14 años,F,2020-04-19,67
870,15 - 19 años,F,2020-04-19,152
871,20 - 24 años,F,2020-04-19,356
872,25 - 29 años,F,2020-04-19,622
873,30 - 34 años,F,2020-04-19,659
874,35 - 39 años,F,2020-04-19,570
875,40 - 44 años,F,2020-04-19,513
876,45 - 49 años,F,2020-04-19,468
877,50 - 54 años,F,2020-04-19,406
878,55 - 59 años,F,2020-04-19,351
879,60 - 64 años,F,2020-04-19,251
880,65 - 69 años,F,2020-04-19,166
881,70 - 74 años,F,2020-04-19,137
882,75 - 79 años,F,2020-04-19,95
883,80 y más años,F,2020-04-19,160
884,00 - 04 años,M,2020-04-20,66
885,05 - 09 años,M,2020-04-20,45
886,10 - 14 años,M,2020-04-20,90
887,15 - 19 años,M,2020-04-20,116
888,20 - 24 años,M,2020-04-20,368
889,25 - 29 años,M,2020-04-20,613
890,30 - 34 años,M,2020-04-20,646
891,35 - 39 años,M,2020-04-20,584
892,40 - 44 años,M,2020-04-20,502
893,45 - 49 años,M,2020-04-20,481
894,50 - 54 años,M,2020-04-20,416
895,55 - 59 años,M,2020-04-20,375
896,60 - 64 años,M,2020-04-20,282
897,65 - 69 años,M,2020-04-20,193
898,70 - 74 años,M,2020-04-20,159
899,75 - 79 años,M,2020-04-20,115
900,80 y más años,M,2020-04-20,116
901,00 - 04 años,F,2020-04-20,71
902,05 - 09 años,F,2020-04-20,59
903,10 - 14 años,F,2020-04-20,71
904,15 - 19 años,F,2020-04-20,159
905,20 - 24 años,F,2020-04-20,374
906,25 - 29 años,F,2020-04-20,660
907,30 - 34 años,F,2020-04-20,682
908,35 - 39 años,F,2020-04-20,596
909,40 - 44 años,F,2020-04-20,523
910,45 - 49 años,F,2020-04-20,473
911,50 - 54 años,F,2020-04-20,416
912,55 - 59 años,F,2020-04-20,365
913,60 - 64 años,F,2020-04-20,257
914,65 - 69 años,F,2020-04-20,169
915,70 - 74 años,F,2020-04-20,141
916,75 - 79 años,F,2020-04-20,100
917,80 y más años,F,2020-04-20,168
918,00 - 04 años,M,2020-04-21,75
919,05 - 09 años,M,2020-04-21,52
920,10 - 14 años,M,2020-04-21,96
921,15 - 19 años,M,2020-04-21,118
922,20 - 24 años,M,2020-04-21,386
923,25 - 29 años,M,2020-04-21,635
924,30 - 34 años,M,2020-04-21,669
925,35 - 39 años,M,2020-04-21,604
926,40 - 44 años,M,2020-04-21,524
927,45 - 49 años,M,2020-04-21,489
928,50 - 54 años,M,2020-04-21,427
929,55 - 59 años,M,2020-04-21,387
930,60 - 64 años,M,2020-04-21,290
931,65 - 69 años,M,2020-04-21,200
932,70 - 74 años,M,2020-04-21,161
933,75 - 79 años,M,2020-04-21,120
934,80 y más años,M,2020-04-21,116
935,00 - 04 años,F,2020-04-21,82
936,05 - 09 años,F,2020-04-21,67
937,10 - 14 años,F,2020-04-21,79
938,15 - 19 años,F,2020-04-21,167
939,20 - 24 años,F,2020-04-21,391
940,25 - 29 años,F,2020-04-21,696
941,30 - 34 años,F,2020-04-21,707
942,35 - 39 años,F,2020-04-21,610
943,40 - 44 años,F,2020-04-21,533
944,45 - 49 años,F,2020-04-21,483
945,50 - 54 años,F,2020-04-21,433
946,55 - 59 años,F,2020-04-21,373
947,60 - 64 años,F,2020-04-21,265
948,65 - 69 años,F,2020-04-21,178
949,70 - 74 años,F,2020-04-21,143
950,75 - 79 años,F,2020-04-21,104
951,80 y más años,F,2020-04-21,172
952,00 - 04 años,M,2020-04-22,83
953,05 - 09 años,M,2020-04-22,58
954,10 - 14 años,M,2020-04-22,101
955,15 - 19 años,M,2020-04-22,126
956,20 - 24 años,M,2020-04-22,399
957,25 - 29 años,M,2020-04-22,672
958,30 - 34 años,M,2020-04-22,693
959,35 - 39 años,M,2020-04-22,632
960,40 - 44 años,M,2020-04-22,550
961,45 - 49 años,M,2020-04-22,506
962,50 - 54 años,M,2020-04-22,450
963,55 - 59 años,M,2020-04-22,405
964,60 - 64 años,M,2020-04-22,305
965,65 - 69 años,M,2020-04-22,211
966,70 - 74 años,M,2020-04-22,165
967,75 - 79 años,M,2020-04-22,127
968,80 y más años,M,2020-04-22,124
969,00 - 04 años,F,2020-04-22,85
970,05 - 09 años,F,2020-04-22,73
971,10 - 14 años,F,2020-04-22,86
972,15 - 19 años,F,2020-04-22,178
973,20 - 24 años,F,2020-04-22,404
974,25 - 29 años,F,2020-04-22,725
975,30 - 34 años,F,2020-04-22,731
976,35 - 39 años,F,2020-04-22,636
977,40 - 44 años,F,2020-04-22,548
978,45 - 49 años,F,2020-04-22,498
979,50 - 54 años,F,2020-04-22,450
980,55 - 59 años,F,2020-04-22,388
981,60 - 64 años,F,2020-04-22,273
982,65 - 69 años,F,2020-04-22,182
983,70 - 74 años,F,2020-04-22,145
984,75 - 79 años,F,2020-04-22,107
985,80 y más años,F,2020-04-22,180
986,00 - 04 años,M,2020-04-23,88
987,05 - 09 años,M,2020-04-23,61
988,10 - 14 años,M,2020-04-23,105
989,15 - 19 años,M,2020-04-23,136
990,20 - 24 años,M,2020-04-23,419
991,25 - 29 años,M,2020-04-23,715
992,30 - 34 años,M,2020-04-23,736
993,35 - 39 años,M,2020-04-23,656
994,40 - 44 años,M,2020-04-23,575
995,45 - 49 años,M,2020-04-23,535
996,50 - 54 años,M,2020-04-23,476
997,55 - 59 años,M,2020-04-23,424
998,60 - 64 años,M,2020-04-23,314
999,65 - 69 años,M,2020-04-23,226
1000,70 - 74 años,M,2020-04-23,168
1001,75 - 79 años,M,2020-04-23,131
1002,80 y más años,M,2020-04-23,127
1003,00 - 04 años,F,2020-04-23,92
1004,05 - 09 años,F,2020-04-23,76
1005,10 - 14 años,F,2020-04-23,89
1006,15 - 19 años,F,2020-04-23,190
1007,20 - 24 años,F,2020-04-23,426
1008,25 - 29 años,F,2020-04-23,750
1009,30 - 34 años,F,2020-04-23,756
1010,35 - 39 años,F,2020-04-23,656
1011,40 - 44 años,F,2020-04-23,568
1012,45 - 49 años,F,2020-04-23,516
1013,50 - 54 años,F,2020-04-23,466
1014,55 - 59 años,F,2020-04-23,403
1015,60 - 64 años,F,2020-04-23,287
1016,65 - 69 años,F,2020-04-23,190
1017,70 - 74 años,F,2020-04-23,149
1018,75 - 79 años,F,2020-04-23,113
1019,80 y más años,F,2020-04-23,193
1020,00 - 04 años,M,2020-04-24,93
1021,05 - 09 años,M,2020-04-24,66
1022,10 - 14 años,M,2020-04-24,108
1023,15 - 19 años,M,2020-04-24,139
1024,20 - 24 años,M,2020-04-24,436
1025,25 - 29 años,M,2020-04-24,745
1026,30 - 34 años,M,2020-04-24,763
1027,35 - 39 años,M,2020-04-24,675
1028,40 - 44 años,M,2020-04-24,587
1029,45 - 49 años,M,2020-04-24,559
1030,50 - 54 años,M,2020-04-24,485
1031,55 - 59 años,M,2020-04-24,441
1032,60 - 64 años,M,2020-04-24,327
1033,65 - 69 años,M,2020-04-24,234
1034,70 - 74 años,M,2020-04-24,171
1035,75 - 79 años,M,2020-04-24,133
1036,80 y más años,M,2020-04-24,129
1037,00 - 04 años,F,2020-04-24,99
1038,05 - 09 años,F,2020-04-24,77
1039,10 - 14 años,F,2020-04-24,97
1040,15 - 19 años,F,2020-04-24,199
1041,20 - 24 años,F,2020-04-24,444
1042,25 - 29 años,F,2020-04-24,781
1043,30 - 34 años,F,2020-04-24,776
1044,35 - 39 años,F,2020-04-24,680
1045,40 - 44 años,F,2020-04-24,585
1046,45 - 49 años,F,2020-04-24,530
1047,50 - 54 años,F,2020-04-24,484
1048,55 - 59 años,F,2020-04-24,419
1049,60 - 64 años,F,2020-04-24,292
1050,65 - 69 años,F,2020-04-24,195
1051,70 - 74 años,F,2020-04-24,153
1052,75 - 79 años,F,2020-04-24,115
1053,80 y más años,F,2020-04-24,197
1054,00 - 04 años,M,2020-04-25,100
1055,05 - 09 años,M,2020-04-25,71
1056,10 - 14 años,M,2020-04-25,114
1057,15 - 19 años,M,2020-04-25,153
1058,20 - 24 años,M,2020-04-25,452
1059,25 - 29 años,M,2020-04-25,790
1060,30 - 34 años,M,2020-04-25,803
1061,35 - 39 años,M,2020-04-25,707
1062,40 - 44 años,M,2020-04-25,618
1063,45 - 49 años,M,2020-04-25,580
1064,50 - 54 años,M,2020-04-25,514
1065,55 - 59 años,M,2020-04-25,460
1066,60 - 64 años,M,2020-04-25,337
1067,65 - 69 años,M,2020-04-25,241
1068,70 - 74 años,M,2020-04-25,174
1069,75 - 79 años,M,2020-04-25,140
1070,80 y más años,M,2020-04-25,137
1071,00 - 04 años,F,2020-04-25,107
1072,05 - 09 años,F,2020-04-25,81
1073,10 - 14 años,F,2020-04-25,104
1074,15 - 19 años,F,2020-04-25,209
1075,20 - 24 años,F,2020-04-25,475
1076,25 - 29 años,F,2020-04-25,805
1077,30 - 34 años,F,2020-04-25,816
1078,35 - 39 años,F,2020-04-25,708
1079,40 - 44 años,F,2020-04-25,611
1080,45 - 49 años,F,2020-04-25,548
1081,50 - 54 años,F,2020-04-25,505
1082,55 - 59 años,F,2020-04-25,434
1083,60 - 64 años,F,2020-04-25,297
1084,65 - 69 años,F,2020-04-25,208
1085,70 - 74 años,F,2020-04-25,157
1086,75 - 79 años,F,2020-04-25,121
1087,80 y más años,F,2020-04-25,208
1088,00 - 04 años,M,2020-04-26,106
1089,05 - 09 años,M,2020-04-26,80
1090,10 - 14 años,M,2020-04-26,119
1091,15 - 19 años,M,2020-04-26,164
1092,20 - 24 años,M,2020-04-26,473
1093,25 - 29 años,M,2020-04-26,823
1094,30 - 34 años,M,2020-04-26,834
1095,35 - 39 años,M,2020-04-26,735
1096,40 - 44 años,M,2020-04-26,637
1097,45 - 49 años,M,2020-04-26,596
1098,50 - 54 años,M,2020-04-26,538
1099,55 - 59 años,M,2020-04-26,479
1100,60 - 64 años,M,2020-04-26,346
1101,65 - 69 años,M,2020-04-26,248
1102,70 - 74 años,M,2020-04-26,178
1103,75 - 79 años,M,2020-04-26,143
1104,80 y más años,M,2020-04-26,145
1105,00 - 04 años,F,2020-04-26,110
1106,05 - 09 años,F,2020-04-26,89
1107,10 - 14 años,F,2020-04-26,113
1108,15 - 19 años,F,2020-04-26,224
1109,20 - 24 años,F,2020-04-26,496
1110,25 - 29 años,F,2020-04-26,838
1111,30 - 34 años,F,2020-04-26,840
1112,35 - 39 años,F,2020-04-26,728
1113,40 - 44 años,F,2020-04-26,626
1114,45 - 49 años,F,2020-04-26,562
1115,50 - 54 años,F,2020-04-26,520
1116,55 - 59 años,F,2020-04-26,454
1117,60 - 64 años,F,2020-04-26,304
1118,65 - 69 años,F,2020-04-26,217
1119,70 - 74 años,F,2020-04-26,169
1120,75 - 79 años,F,2020-04-26,126
1121,80 y más años,F,2020-04-26,224
1122,00 - 04 años,M,2020-04-27,111
1123,05 - 09 años,M,2020-04-27,81
1124,10 - 14 años,M,2020-04-27,125
1125,15 - 19 años,M,2020-04-27,175
1126,20 - 24 años,M,2020-04-27,492
1127,25 - 29 años,M,2020-04-27,855
1128,30 - 34 años,M,2020-04-27,857
1129,35 - 39 años,M,2020-04-27,755
1130,40 - 44 años,M,2020-04-27,662
1131,45 - 49 años,M,2020-04-27,609
1132,50 - 54 años,M,2020-04-27,549
1133,55 - 59 años,M,2020-04-27,493
1134,60 - 64 años,M,2020-04-27,359
1135,65 - 69 años,M,2020-04-27,256
1136,70 - 74 años,M,2020-04-27,182
1137,75 - 79 años,M,2020-04-27,144
1138,80 y más años,M,2020-04-27,156
1139,00 - 04 años,F,2020-04-27,117
1140,05 - 09 años,F,2020-04-27,95
1141,10 - 14 años,F,2020-04-27,117
1142,15 - 19 años,F,2020-04-27,230
1143,20 - 24 años,F,2020-04-27,512
1144,25 - 29 años,F,2020-04-27,869
1145,30 - 34 años,F,2020-04-27,864
1146,35 - 39 años,F,2020-04-27,751
1147,40 - 44 años,F,2020-04-27,641
1148,45 - 49 años,F,2020-04-27,580
1149,50 - 54 años,F,2020-04-27,529
1150,55 - 59 años,F,2020-04-27,465
1151,60 - 64 años,F,2020-04-27,317
1152,65 - 69 años,F,2020-04-27,224
1153,70 - 74 años,F,2020-04-27,173
1154,75 - 79 años,F,2020-04-27,128
1155,80 y más años,F,2020-04-27,231
1156,00 - 04 años,M,2020-04-28,124
1157,05 - 09 años,M,2020-04-28,89
1158,10 - 14 años,M,2020-04-28,133
1159,15 - 19 años,M,2020-04-28,185
1160,20 - 24 años,M,2020-04-28,523
1161,25 - 29 años,M,2020-04-28,892
1162,30 - 34 años,M,2020-04-28,910
1163,35 - 39 años,M,2020-04-28,788
1164,40 - 44 años,M,2020-04-28,696
1165,45 - 49 años,M,2020-04-28,632
1166,50 - 54 años,M,2020-04-28,566
1167,55 - 59 años,M,2020-04-28,516
1168,60 - 64 años,M,2020-04-28,377
1169,65 - 69 años,M,2020-04-28,268
1170,70 - 74 años,M,2020-04-28,189
1171,75 - 79 años,M,2020-04-28,154
1172,80 y más años,M,2020-04-28,170
1173,00 - 04 años,F,2020-04-28,123
1174,05 - 09 años,F,2020-04-28,95
1175,10 - 14 años,F,2020-04-28,128
1176,15 - 19 años,F,2020-04-28,239
1177,20 - 24 años,F,2020-04-28,537
1178,25 - 29 años,F,2020-04-28,915
1179,30 - 34 años,F,2020-04-28,901
1180,35 - 39 años,F,2020-04-28,776
1181,40 - 44 años,F,2020-04-28,664
1182,45 - 49 años,F,2020-04-28,605
1183,50 - 54 años,F,2020-04-28,548
1184,55 - 59 años,F,2020-04-28,488
1185,60 - 64 años,F,2020-04-28,328
1186,65 - 69 años,F,2020-04-28,233
1187,70 - 74 años,F,2020-04-28,187
1188,75 - 79 años,F,2020-04-28,134
1189,80 y más años,F,2020-04-28,249
1190,00 - 04 años,M,2020-05-01,157
1191,05 - 09 años,M,2020-05-01,115
1192,10 - 14 años,M,2020-05-01,159
1193,15 - 19 años,M,2020-05-01,222
1194,20 - 24 años,M,2020-05-01,640
1195,25 - 29 años,M,2020-05-01,1102
1196,30 - 34 años,M,2020-05-01,1101
1197,35 - 39 años,M,2020-05-01,950
1198,40 - 44 años,M,2020-05-01,830
1199,45 - 49 años,M,2020-05-01,769
1200,50 - 54 años,M,2020-05-01,678
1201,55 - 59 años,M,2020-05-01,619
1202,60 - 64 años,M,2020-05-01,434
1203,65 - 69 años,M,2020-05-01,319
1204,70 - 74 años,M,2020-05-01,210
1205,75 - 79 años,M,2020-05-01,169
1206,80 y más años,M,2020-05-01,196
1207,00 - 04 años,F,2020-05-01,156
1208,05 - 09 años,F,2020-05-01,123
1209,10 - 14 años,F,2020-05-01,155
1210,15 - 19 años,F,2020-05-01,279
1211,20 - 24 años,F,2020-05-01,652
1212,25 - 29 años,F,2020-05-01,1062
1213,30 - 34 años,F,2020-05-01,1064
1214,35 - 39 años,F,2020-05-01,904
1215,40 - 44 años,F,2020-05-01,762
1216,45 - 49 años,F,2020-05-01,677
1217,50 - 54 años,F,2020-05-01,645
1218,55 - 59 años,F,2020-05-01,565
1219,60 - 64 años,F,2020-05-01,365
1220,65 - 69 años,F,2020-05-01,269
1221,70 - 74 años,F,2020-05-01,220
1222,75 - 79 años,F,2020-05-01,147
1223,80 y más años,F,2020-05-01,293
1224,00 - 04 años,M,2020-05-02,177
1225,05 - 09 años,M,2020-05-02,126
1226,10 - 14 años,M,2020-05-02,173
1227,15 - 19 años,M,2020-05-02,243
1228,20 - 24 años,M,2020-05-02,720
1229,25 - 29 años,M,2020-05-02,1232
1230,30 - 34 años,M,2020-05-02,1201
1231,35 - 39 años,M,2020-05-02,1032
1232,40 - 44 años,M,2020-05-02,895
1233,45 - 49 años,M,2020-05-02,839
1234,50 - 54 años,M,2020-05-02,733
1235,55 - 59 años,M,2020-05-02,677
1236,60 - 64 años,M,2020-05-02,480
1237,65 - 69 años,M,2020-05-02,342
1238,70 - 74 años,M,2020-05-02,225
1239,75 - 79 años,M,2020-05-02,175
1240,80 y más años,M,2020-05-02,207
1241,00 - 04 años,F,2020-05-02,179
1242,05 - 09 años,F,2020-05-02,132
1243,10 - 14 años,F,2020-05-02,169
1244,15 - 19 años,F,2020-05-02,311
1245,20 - 24 años,F,2020-05-02,706
1246,25 - 29 años,F,2020-05-02,1138
1247,30 - 34 años,F,2020-05-02,1140
1248,35 - 39 años,F,2020-05-02,957
1249,40 - 44 años,F,2020-05-02,819
1250,45 - 49 años,F,2020-05-02,734
1251,50 - 54 años,F,2020-05-02,683
1252,55 - 59 años,F,2020-05-02,616
1253,60 - 64 años,F,2020-05-02,394
1254,65 - 69 años,F,2020-05-02,287
1255,70 - 74 años,F,2020-05-02,229
1256,75 - 79 años,F,2020-05-02,158
1257,80 y más años,F,2020-05-02,304
1258,00 - 04 años,M,2020-05-04,201
1259,05 - 09 años,M,2020-05-04,143
1260,10 - 14 años,M,2020-05-04,197
1261,15 - 19 años,M,2020-05-04,279
1262,20 - 24 años,M,2020-05-04,809
1263,25 - 29 años,M,2020-05-04,1390
1264,30 - 34 años,M,2020-05-04,1376
1265,35 - 39 años,M,2020-05-04,1168
1266,40 - 44 años,M,2020-05-04,991
1267,45 - 49 años,M,2020-05-04,923
1268,50 - 54 años,M,2020-05-04,840
1269,55 - 59 años,M,2020-05-04,746
1270,60 - 64 años,M,2020-05-04,550
1271,65 - 69 años,M,2020-05-04,376
1272,70 - 74 años,M,2020-05-04,241
1273,75 - 79 años,M,2020-05-04,194
1274,80 y más años,M,2020-05-04,229
1275,00 - 04 años,F,2020-05-04,199
1276,05 - 09 años,F,2020-05-04,148
1277,10 - 14 años,F,2020-05-04,197
1278,15 - 19 años,F,2020-05-04,349
1279,20 - 24 años,F,2020-05-04,783
1280,25 - 29 años,F,2020-05-04,1271
1281,30 - 34 años,F,2020-05-04,1255
1282,35 - 39 años,F,2020-05-04,1030
1283,40 - 44 años,F,2020-05-04,907
1284,45 - 49 años,F,2020-05-04,804
1285,50 - 54 años,F,2020-05-04,757
1286,55 - 59 años,F,2020-05-04,680
1287,60 - 64 años,F,2020-05-04,439
1288,65 - 69 años,F,2020-05-04,315
1289,70 - 74 años,F,2020-05-04,256
1290,75 - 79 años,F,2020-05-04,186
1291,80 y más años,F,2020-05-04,338
1292,00 - 04 años,M,2020-05-06,233
1293,05 - 09 años,M,2020-05-06,173
1294,10 - 14 años,M,2020-05-06,228
1295,15 - 19 años,M,2020-05-06,324
1296,20 - 24 años,M,2020-05-06,907
1297,25 - 29 años,M,2020-05-06,1564
1298,30 - 34 años,M,2020-05-06,1553
1299,35 - 39 años,M,2020-05-06,1337
1300,40 - 44 años,M,2020-05-06,1125
1301,45 - 49 años,M,2020-05-06,1013
1302,50 - 54 años,M,2020-05-06,951
1303,55 - 59 años,M,2020-05-06,841
1304,60 - 64 años,M,2020-05-06,621
1305,65 - 69 años,M,2020-05-06,412
1306,70 - 74 años,M,2020-05-06,267
1307,75 - 79 años,M,2020-05-06,208
1308,80 y más años,M,2020-05-06,245
1309,00 - 04 años,F,2020-05-06,241
1310,05 - 09 años,F,2020-05-06,171
1311,10 - 14 años,F,2020-05-06,226
1312,15 - 19 años,F,2020-05-06,386
1313,20 - 24 años,F,2020-05-06,876
1314,25 - 29 años,F,2020-05-06,1428
1315,30 - 34 años,F,2020-05-06,1392
1316,35 - 39 años,F,2020-05-06,1144
1317,40 - 44 años,F,2020-05-06,1005
1318,45 - 49 años,F,2020-05-06,886
1319,50 - 54 años,F,2020-05-06,820
1320,55 - 59 años,F,2020-05-06,749
